accession,organism,suspected_status,confidence,evidence_source,evidence_text,voucher,refseq_source_accession,source_accession_in_mycomap_list,dikarya_jobs_containing,example_tip_label,ncbi_url
NR_155605,Otidea stipitata,type,high,GenBank /type_material qualifier,type material of Otidea stipitata,HKAS:87865,KY498603,yes,3,NR_155605 Otidea stipitata HKAS:87865,https://www.ncbi.nlm.nih.gov/nuccore/NR_155605
NR_155736,Russula brevipileocystidiata,holotype,high,GenBank /type_material qualifier,holotype of Russula brevipileocystidiata,BJTC:FAN455,KY270487,yes,3,NR_155736 Russula brevipileocystidiata BJTC:FAN455 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_155736
NR_156252,Hypomyces sinicus,holotype,high,GenBank /type_material qualifier,holotype of Hypomyces sinicus,HMAS:251317,JQ814696,yes,3,NR_156252 Hypomyces sinicus,https://www.ncbi.nlm.nih.gov/nuccore/NR_156252
NR_156268,Hydnophlebia meloi,holotype,high,GenBank /type_material qualifier,holotype of Hydnophlebia meloi,MA:Fungi:86654,KF483044,yes,3,NR_156268 Hydnophlebia meloi MA:Fungi:86654 Cape Verde,https://www.ncbi.nlm.nih.gov/nuccore/NR_156268
NR_156269,Hydnophlebia gorgonea,holotype,high,GenBank /type_material qualifier,holotype of Hydnophlebia gorgonea,MA:Fungi:86659,KF483049,yes,3,NR_156269 Hydnophlebia gorgonea MA:Fungi:86659 Cape Verde,https://www.ncbi.nlm.nih.gov/nuccore/NR_156269
NR_156341,Lactarius dilutisalmoneus,holotype,high,GenBank /type_material qualifier,holotype of Lactarius dilutisalmoneus,HMJAU:42465,MF152847,yes,3,NR_156341 Lactarius dilutisalmoneus HMJAU:42465 Jilin CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_156341
NR_157860,Cortinarius sordidemaculatus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius sordidemaculatus,PC:0088382,DQ139984,yes,3,NR_157860 Cortinarius sordidemaculatus PC:0088382 Doubs FR,https://www.ncbi.nlm.nih.gov/nuccore/NR_157860
NR_157871,Thaxterogaster chalybeus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius chalybeus,PDD:73146,JQ287671,yes,3,NR_157871 Cortinarius chalybeus PDD:73146 Southland NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_157871
NR_157880,Cortinarius calaisopus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius calaisopus,PDD:94050,JQ287696,yes,3,NR_157880 Cortinarius calaisopus PDD:94050 Otago NZ,https://www.ncbi.nlm.nih.gov/nuccore/NR_157880
NR_157928,Phlegmacium clarum,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius clarus,G:286394_1,KF732285,yes,3,NR_157928 Phlegmacium largum G:286394_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157928
NR_157943,Cortinarius lintrisporus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius lintrisporus,G:288825_1,KF732339,yes,3,NR_157943 Phlegmacium largum G:288825_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157943
NR_157948,Cortinarius occultus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius occultus,G:292926_1,KF732358,yes,3,NR_157948 Phlegmacium largum G:292926_1 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157948
NR_157955,Thaxterogaster caesiolamellatus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius rufoallutus var. caesiolamellatus,PC:P. Moenne-Loccoz 4905,KF732414,yes,3,NR_157955 Cortinarius rufoallutus var. caesiolamellatus PC:P. Moenne-Loccoz 4905 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_157955
NR_158339,Coprinopsis aesontiensis,holotype,high,GenBank /type_material qualifier,holotype of Coprinopsis aesontiensis,LZ:P-7614,KY554753,yes,3,NR_158339 Coprinopsis aesontiensis LZ:P-7614 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_158339
NR_158425,Entoloma bulakhae,holotype,high,GenBank /type_material qualifier,holotype of Entoloma bulakhae,LE<RUS>:253787,MF476908,yes,3,NR_158425 Entoloma bulakhae LE:253787 Khabarovsk Krai RU,https://www.ncbi.nlm.nih.gov/nuccore/NR_158425
NR_158505,Hodophilus albofloccipes,holotype,high,GenBank /type_material qualifier,holotype of Camarophyllopsis albofloccipes,LE<RUS>:214946,KX870009,yes,3,NR_158505 Hodophilus albofloccipes LE:214946 Trabzon TR,https://www.ncbi.nlm.nih.gov/nuccore/NR_158505
NR_158881,Schizonella caricis-atratae,type,high,GenBank /type_material qualifier,type material of Schizonella caricis-atratae,CBS:123477,FM212665,no,3,NR_158881 Schizonella caricis-atratae Austria,https://www.ncbi.nlm.nih.gov/nuccore/NR_158881
NR_158883,Podosordaria muli,holotype,high,GenBank /type_material qualifier,holotype of Podosordaria muli,WSP:167,GU324761,yes,3,NR_158883 Podosordaria muli WSP:167 Tamaulipas MX,https://www.ncbi.nlm.nih.gov/nuccore/NR_158883
NR_158949,Cyanosporus caesiosimulans,epitype,high,GenBank /type_material qualifier,epitype of Tyromyces caesiosimulans,H:7008645,MG137054,yes,3,NR_158949 Postia caesiosimulans H:7008645 New York US,https://www.ncbi.nlm.nih.gov/nuccore/NR_158949
NR_158952,Cyanosporus glauca,holotype,high,GenBank /type_material qualifier,holotype of Postia glauca,H:7008648,MG137078,yes,3,NR_158952 Postia glauca H:7008648 Khabarovsk Krai RU,https://www.ncbi.nlm.nih.gov/nuccore/NR_158952
NR_159010,Stephanospora papua,type,high,GenBank /type_material qualifier,type material of Stephanospora papua,OSC:H5575,KM086859,yes,3,NR_159010 Stephanospora papua OSC:H5575 Papua New Guinea,https://www.ncbi.nlm.nih.gov/nuccore/NR_159010
NR_159014,Xerocomus doodhcha,holotype,high,GenBank /type_material qualifier,holotype of Xerocomus doodhcha,CAL:KD-13-082,KR611867,yes,3,NR_159014 Xerocomus doodhcha CAL:KD-13-082 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_159014
NR_159051,Tricholoma ilkkae,holotype,high,GenBank /type_material qualifier,holotype of Tricholoma ilkkae,UPS:F-513823,LT222029,no,3,NR_159051 Tricholoma ilkkae UPS:F-513823 Gotland SE,https://www.ncbi.nlm.nih.gov/nuccore/NR_159051
NR_159588,Amanita pseudoprinceps,holotype,high,GenBank /type_material qualifier,holotype of Amanita pseudoprinceps,HKAS:97523,MH508527,yes,3,NR_159588 Amanita pseudoprinceps HKAS:97523 Guangdong CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_159588
NR_159826,Cyathus isometricus,holotype,high,GenBank /type_material qualifier,holotype of Cyathus isometricus,UFRN:Fungos:2869,MF595985,yes,3,NR_159826 Cyathus isometricus UFRN:Fungos:2869 Brazil,https://www.ncbi.nlm.nih.gov/nuccore/NR_159826
NR_159863,Flammulina stratosa,type,high,GenBank /type_material qualifier,type material of Flammulina stratosa,CBS:101408,MH862735,yes,3,NR_159863 Flammulina stratosa New Zealand,https://www.ncbi.nlm.nih.gov/nuccore/NR_159863
NR_160330,Rubroboletus esculentus,holotype,high,GenBank /type_material qualifier,holotype of Rubroboletus esculentus,HKAS:96782,KY272125,yes,3,NR_160330 Rubroboletus esculentus HKAS:96782 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_160330
NR_160355,Porodiplodia livistonae,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Porodiplodia livistonae,CPC:32154,MH327809,yes,3,NR_160355 Porodiplodia livistonae New South Wales AU,https://www.ncbi.nlm.nih.gov/nuccore/NR_160355
NR_160486,Russula aureorubra,holotype,high,GenBank /type_material qualifier,holotype of Russula aureorubra,CAL:1605,MF667557,yes,3,NR_160486.1 Russula aureorubra specimen_voucher CAL 1605 India Sikkim South District Maenam Wild Life Sanctuary holotype,https://www.ncbi.nlm.nih.gov/nuccore/NR_160486
NR_160639,Thaxterogaster pallidoriederi,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius pallidoriederi,BOZ:Bellu 30-09-2011,MH923049,yes,3,NR_160639 Thaxterogaster pallidoriederi BOZ:Bellu 30-09-2011 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_160639
NR_160640,Thaxterogaster dovrensis,holotype,high,GenBank /type_material qualifier,"holotype of Cortinarius argenteolilacinus var. dovrensis Brandrud, 2018",O:TEB112-80,MH923071,yes,3,NR_160640 Cortinarius argenteolilacinus var. dovrensis O:TEB112-80 Norway,https://www.ncbi.nlm.nih.gov/nuccore/NR_160640
NR_163281,Fomitiporia norbulingka,type,high,GenBank /type_material qualifier,type material of Fomitiporia norbulingka,BJFC:008706,KU364420,yes,3,NR_163281 Fomitiporia norbulingka BJFC:008706 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_163281
NR_163319,Hodophilus praecox,holotype,high,GenBank /type_material qualifier,holotype of Hodophilus praecox,AH:49170,MK139802,yes,3,NR_163319 Hodophilus praecox AH:49170 Spain,https://www.ncbi.nlm.nih.gov/nuccore/NR_163319
NR_163376,Porodiplodia vitis,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Porodiplodia vitis,CPC:31642,MK442616,yes,3,NR_163376 Porodiplodia vitis New York US,https://www.ncbi.nlm.nih.gov/nuccore/NR_163376
NR_164013,Fomitiporia subhippophaeicola,type,high,GenBank /type_material qualifier,type material of Fomitiporia subhippophaeicola,BJFC:008271,KU364422,yes,3,NR_164013 Fomitiporia subhippophaeicola BJFC:008271 China,https://www.ncbi.nlm.nih.gov/nuccore/NR_164013
NR_164070,Pseudosperma notodryinum,holotype,high,GenBank /type_material qualifier,holotype of Inocybe notodryina,F:B12446,MK607030,yes,3,NR_164070 Pseudosperma notodryinum F:B12446 Guanacaste CR,https://www.ncbi.nlm.nih.gov/nuccore/NR_164070
NR_164250,Gloeopycnis protuberans,holotype,high,GenBank /type_material qualifier,holotype of Gloeopycnis protuberans,DAOM:745762,KY633514,yes,3,NR_164250 Gloeopycnis protuberans DAOM:745762 New Brunswick CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_164250
NR_164496,Pluteus ludwigii,holotype,high,GenBank /type_material qualifier,holotype of Pluteus ludwigii,MCVE:30136,MK834525,yes,3,NR_164496 Pluteus ludwigii MCVE:30136,https://www.ncbi.nlm.nih.gov/nuccore/NR_164496
NR_164580,Cyanosporus livens,holotype,high,GenBank /type_material qualifier,holotype of Postia livens,H:7008642,MG137082,yes,3,NR_164580 Cyanosporus livens H:7008642 New York US,https://www.ncbi.nlm.nih.gov/nuccore/NR_164580
NR_164609,Parasola psathyrelloides,holotype,high,GenBank /type_material qualifier,holotype of Parasola psathyrelloides,CAL:1753,MK682756,yes,3,NR_164609 Parasola psathyrelloides CAL:1753 India,https://www.ncbi.nlm.nih.gov/nuccore/NR_164609
NR_164611,Tryblidiopsis magnesii,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Tryblidiopsis magnesii,DAOMC:252096,MK748209,yes,3,NR_164611 Tryblidiopsis magnesii Ontario CA,https://www.ncbi.nlm.nih.gov/nuccore/NR_164611
NR_164612,Volvariella ptilotricha,holotype,high,GenBank /type_material qualifier,holotype of Volvariella ptilotricha,LE<RUS>:313324,MK882997,yes,3,NR_164612 Volvariella ptilotricha LE:313324 Vietnam,https://www.ncbi.nlm.nih.gov/nuccore/NR_164612
NR_165882,Inocybe dulciolens,holotype,high,GenBank /type_material qualifier,holotype of Inocybe dulciolens,TENN:062477,MH216088,yes,3,NR_165882 Inocybe dulciolens TENN:062477 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_165882
NR_165959,Blastobotrys raffinosifermentans,ex-isotype,high,GenBank /type_material qualifier,culture from isotype of Blastobotrys raffinosifermentans,CBS:6800,KY101759,yes,3,NR_165959 Blastobotrys raffinosifermentans CBS 6800 from TYPE material,https://www.ncbi.nlm.nih.gov/nuccore/NR_165959
NR_166248,Hygrocybe pseudoacutoconica,holotype,high,GenBank /type_material qualifier,holotype of Hygrocybe pseudoacutoconica,GDGM:57214,MH844889,yes,3,NR_166248 Hygrocybe pseudoacutoconica GDGM:57214 Guangdong CN,https://www.ncbi.nlm.nih.gov/nuccore/NR_166248
NR_166368,Caloboletus marshii,type,high,GenBank /type_material qualifier,type material of Caloboletus marshii,SFSU:Arora11118,KC812286,yes,3,NR_166368 Caloboletus marshii SFSU:Arora11118 California US,https://www.ncbi.nlm.nih.gov/nuccore/NR_166368
NR_166790,Dacrymyces flabelliformis,holotype,high,GenBank /type_material qualifier,holotype of Dacrymyces flabelliformis,PDD:76696,AB712455,no,3,NR_166790 Dacrymyces flabelliformis PDD:76696,https://www.ncbi.nlm.nih.gov/nuccore/NR_166790
NR_166798,Hygrocybe sangayensis,holotype,high,GenBank /type_material qualifier,holotype of Hygrocybe sangayensis,QCAM:4254,KY582489,yes,3,NR_166798 Hygrocybe sangayensis QCAM:4254 Ecuador,https://www.ncbi.nlm.nih.gov/nuccore/NR_166798
NR_167949,Psathyrella lilliputana,holotype,high,GenBank /type_material qualifier,holotype of Psathyrella lilliputana,GB:LO130-09,KC992850,yes,3,NR_167949 Psathyrella lilliputana GB:LO130-09 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_167949
NR_167950,Psathyrella sublatispora,holotype,high,GenBank /type_material qualifier,"holotype of Psathyrella sublatispora Orstadius, S.-A. Hanson & E. Larss.",GB:LO190-97,KC992854,yes,3,NR_167950 Psathyrella sublatispora GB:LO190-97 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_167950
NR_167958,Psathyrella ichnusae,type,high,GenBank /type_material qualifier,type material of Psathyrella ichnusae,GB:Contu 080106,KC992911,yes,3,NR_167958 Psathyrella ichnusae GB:Contu 080106 Italy,https://www.ncbi.nlm.nih.gov/nuccore/NR_167958
NR_167962,Psathyrella stridvallii,type,high,GenBank /type_material qualifier,type material of Psathyrella stridvallii,GB:LO104-98,KC992926,yes,3,NR_167962 Psathyrella stridvallii GB:LO104-98 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_167962
NR_168218,Inonotus vitis,holotype,high,GenBank /type_material qualifier,holotype of Inonotus vitis,CBS:145355,MN108118,yes,3,NR_168218 Inonotus vitis,https://www.ncbi.nlm.nih.gov/nuccore/NR_168218
NR_169920,Austroboletus viscidoviridis,type,high,GenBank /type_material qualifier,type material of Austroboletus viscidoviridis,BRI:Halling 9993,KY872649,yes,3,NR_169920 Austroboletus viscidoviridis BRI:Halling 9993,https://www.ncbi.nlm.nih.gov/nuccore/NR_169920
NR_169927,Pseudosperma flavorimosum,holotype,high,GenBank /type_material qualifier,holotype of Pseudosperma flavorimosum,LAH:35042,MG495391,yes,3,NR_169927 Pseudosperma flavorimosum LAH:35042 Pakistan,https://www.ncbi.nlm.nih.gov/nuccore/NR_169927
NR_169946,Lactarius aurantiacopallens,holotype,high,GenBank /type_material qualifier,holotype of Lactarius aurantiacopallens,SFC:20150828-26,MH984927,yes,3,NR_169946 Lactarius aurantiacopallens SFC:20150828-26 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_169946
NR_169951,Lactarius pectinatus,holotype,high,GenBank /type_material qualifier,holotype of Lactarius pectinatus,SFC:20150701-64,MH985002,yes,3,NR_169951 Lactarius pectinatus SFC:20150701-64 South Korea,https://www.ncbi.nlm.nih.gov/nuccore/NR_169951
NR_169968,Cortinarius aurae,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius aurae,K:200315,MK795701,yes,3,NR_169968 / MK795701 Cortinarius aurae K:200315 Scotland GB,https://www.ncbi.nlm.nih.gov/nuccore/NR_169968
NR_169974,Chlorophyllum levantinum,holotype,high,GenBank /type_material qualifier,holotype of Chlorophyllum levantinum,ACAM<GRC>:2012-320,MN161878,yes,3,NR_169974 Chlorophyllum levantinum Gers FR,https://www.ncbi.nlm.nih.gov/nuccore/NR_169974
NR_170856,Cortinarius subrimosus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subrimosus,MICH:10424,MT935525,yes,3,NR_170856 Cortinarius subrimosus MICH:10424 Tennessee US,https://www.ncbi.nlm.nih.gov/nuccore/NR_170856
NR_171117,Cortinarius cistopulchripes,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius cistopulchripes,PC:00.10.226,MT934972,yes,3,NR_171117 Cortinarius cistopulchripes PC:00.10.226 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171117
NR_171121,Cortinarius decipiens f. saliceticola,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius decipiens f. saliceticola,PC:97112412,MT935001,yes,3,NR_171121 Cortinarius decipiens PC:97112412,https://www.ncbi.nlm.nih.gov/nuccore/NR_171121
NR_171122,Cortinarius diffamatus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius diffamatus,PC:99.10.13.03,MT935011,yes,3,NR_171122 Cortinarius diffamatus PC:99.10.13.03 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171122
NR_171123,Cortinarius elaphinicolor,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius elaphinicolor,PC:2001-136,MT935028,yes,3,NR_171123 Cortinarius elaphinicolor PC:2001-136 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171123
NR_171125,Cortinarius fulminans,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius fulminans,PC:2993,MT935069,yes,3,NR_171125 Cortinarius fulminans PC:2993 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171125
NR_171139,Cortinarius parhonestus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius parhonestus,PC:3657,MT935284,yes,3,NR_171139 Cortinarius parhonestus PC:3657 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171139
NR_171263,Stilbohypoxylon elaeidis,ex-holotype,high,GenBank /type_material qualifier,culture from holotype of Stilbohypoxylon elaeidis,MFLUCC:15-0295a,MT496745,yes,3,NR_171263 Stilbohypoxylon elaeidis Thailand,https://www.ncbi.nlm.nih.gov/nuccore/NR_171263
NR_171367,Cortinarius subradicans,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius subradicans,PC:99103009,MT935519,yes,3,NR_171367 Cortinarius subradicans PC:99103009 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_171367
NR_171837,Gomphidius pseudoglutinosus,holotype,high,GenBank /type_material qualifier,holotype of Gomphidius pseudoglutinosus,CAL:1762,MK602650,yes,3,NR_171837 Gomphidius pseudoglutinosus CAL:1762 Sikkim IN,https://www.ncbi.nlm.nih.gov/nuccore/NR_171837
NR_171869,Ramaria pallidissima,holotype,high,GenBank /type_material qualifier,holotype of Ramaria pallidissima,ZT:Myc 55616,MT055967,yes,3,NR_171869 Ramaria pallidissima ZT:Myc 55616 Nuoro IT,https://www.ncbi.nlm.nih.gov/nuccore/NR_171869
NR_171928,Orbilia tremulae,ex-epitype,high,GenBank /type_material qualifier,culture from epitype of Orbilia tremulae,CBS:116232,KT215283,yes,3,NR_171928 Orbilia tremulae Bavaria DE,https://www.ncbi.nlm.nih.gov/nuccore/NR_171928
NR_172221,Otidea concinna,epitype,high,GenBank /type_material qualifier,epitype of Peziza concinna,S:KH.09.183,JN942774,yes,3,NR_172221 Otidea concinna S:KH.09.183 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_172221
NR_172321,Cortinarius ammophilus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius ammophilus,K:109694,MT934867,yes,3,NR_172321 Cortinarius impolitus K:109694 United Kingdom,https://www.ncbi.nlm.nih.gov/nuccore/NR_172321
NR_172339,Cortinarius privignatus,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius privignatus,S:F148849,MT935315,yes,3,NR_172339 Cortinarius privignatus S:F148849 Sweden,https://www.ncbi.nlm.nih.gov/nuccore/NR_172339
NR_172345,Cortinarius scaurotraganoides,holotype,high,GenBank /type_material qualifier,holotype of Cortinarius scaurotraganoides,PC:R. Henry 70538,MT935417,yes,3,NR_172345 Cortinarius scaurotraganoides PC:R. Henry 70538 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_172345
NR_172347,Cortinarius subanthracinus,neotype,high,GenBank /type_material qualifier,neotype of Cortinarius subanthracinus,G:3037/2991,MT935461,yes,3,NR_172347 Cortinarius subanthracinus G:3037/2991 France,https://www.ncbi.nlm.nih.gov/nuccore/NR_172347
NR_172542,Agaricus furfuripes,holotype,high,GenBank /type_material qualifier,holotype of Agaricus furfuripes,JBSD:127435,MT436343,yes,3,NR_172542 Agaricus furfuripes JBSD:127435 Dominican Republic,https://www.ncbi.nlm.nih.gov/nuccore/NR_172542
NR_172543,Agaricus microincrustatus,holotype,high,GenBank /type_material qualifier,holotype of Agaricus microincrustatus,CFMR:PR6877,MT436349,yes,3,NR_172543 Agaricus microincrustatus CFMR:PR6877 Puerto Rico,https://www.ncbi.nlm.nih.gov/nuccore/NR_172543
